,label,title,description,generated_description
89,4,Consumers Would Pay In Phone Proposal,"A proposal backed by a coalition of telephone carriers would cut billions of dollars in fees owed by long-distance companies to regional phone giants but would allow the regional companies to make up some of the difference by raising monthly phone bills for millions of consumers. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;",The government is proposing a new phone bill that would allow consumers to pay for their phone calls in the future.
90,1,U.S. Brokers Cease-fire in Western Afghanistan," KABUL (Reuters) - The United States has brokered a  cease-fire between a renegade Afghan militia leader and the  embattled governor of the western province of Herat,  Washington's envoy to Kabul said Tuesday.","US military officials have agreed to a cease-fire in western Afghanistan, a move that could help the U.S. military fight terrorism."
91,3,Sneaky Credit Card Tactics,Keep an eye on your credit card issuers -- they may be about to raise your rates.,"The new credit card industry is awash in adware, and the latest trend is to use credit cards to pay for purchases."
92,4,Intel Delays Launch of Projection TV Chip,"In another product postponement, semiconductor giant Intel Corp. said it won't be offering a chip for projection TVs by the end of 2004 as it had announced earlier this year.","Intel Corp. has delayed the launch of its Projection TV chip, a new technology that will allow televisions to be projected on a screen."
93,3,Fund pessimism grows,"NEW YORK (CNN/Money) - Money managers are growing more pessimistic about the economy, corporate profits and US stock market returns, according to a monthly survey by Merrill Lynch released Tuesday. ",The soaring number of investors who aren't sure what to do with their money is a sign that the market is not ready for a new wave of investment.
94,2,Kederis proclaims innocence,Olympic champion Kostas Kederis today left hospital ahead of his date with IOC inquisitors claiming his innocence and vowing:  quot;After the crucifixion comes the resurrection. quot; ...,"The former PGA Tour star has said he is innocent of any wrongdoing, but he has denied that he was a liar."
95,2,Eriksson doesn #39;t feel any extra pressure following scandal,"NEWCASTLE, England (AP) - England coach Sven-Goran Eriksson said Tuesday he isn #39;t under any extra pressure in the aftermath of a scandal that damaged the Football Association #39;s reputation. ",Eriksson has said he doesn #39;t feel any extra pressure after the scandal that swept him off the ice.
96,2,Injured Heskey to miss England friendly,"NEWCASTLE, England (AP) - Striker Emile Heskey has pulled out of the England squad ahead of Wednesday #39;s friendly against Ukraine because of a tight hamstring, the Football Association said Tuesday. ","England captain David Heskey will miss the first Test against England on Saturday, a day after suffering a knee injury that left him with a strained left ankle."
97,3,"Staples Profit Up, to Enter China Market"," NEW YORK (Reuters) - Staples Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=SPLS.O target=/stocks/quickinfo/fullquote""&gt;SPLS.O&lt;/A&gt;, the top U.S.  office products retailer, on Tuesday reported a 39 percent jump  in quarterly profit, raised its full-year forecast and said it  plans to enter the fast-growing Chinese market, sending its  shares higher.","Staples Corp., the world #39;s largest computer manufacturer, said its quarterly profit rose to $1 billion, a rise of $1 billion, a move that could help it enter the Chinese market."
98,1,Delegation Is Delayed Before Reaching Najaf,"AGHDAD, Iraq, Aug. 17  A delegation of Iraqis was delayed for security reasons today but still intended to visit Najaf to try to convince a rebellious Shiite cleric and his militia to evacuate a shrine in the holy city and end ...","The delegation to the United Nations Security Council is delayed until Friday, a day before it will reach Najaf."
99,3,"Consumer Prices Down, Industry Output Up"," WASHINGTON (Reuters) - U.S. consumer prices dropped in July  for the first time in eight months as a sharp run up in energy  costs reversed, the government said in a report that suggested  a slow rate of interest rate hikes is likely.","Consumer prices fell on Friday, but industrial output rose in the second quarter, a third of the year."
100,2,"Olympic history for India, UAE","An Indian army major shot his way to his country #39;s first ever individual Olympic silver medal on Tuesday, while in the same event an member of Dubai #39;s ruling family became the first ever medallist from the United Arab Emirates. ","The Indians have won the first Olympic Games of the year, beating the UAE 2-1 in the final on Sunday."
101,3,Home Depot Likes High Oil,"Rising fuel prices, a bugbear for most of the retail sector, are helping Home Depot (HD:NYSE - news - research), the remodeling giant that reported a surge in second-quarter earnings Tuesday and guided the rest of the year higher. ","Home Depot Inc., the world #39;s largest home improvement retailer, said on Tuesday that it would increase its oil prices by $1 billion to $1 billion a year."
102,4,China cracks down on  quot;phone sex quot; services,"BEIJING, Aug. 17 (Xinhuanet) -- China is carrying out a nationwide campaign to crack down on  quot;phone sex quot; services, paralleling another sweeping operation against Internet pornography, Minister of Information Industry Wang Xudong said here Tuesday. ","China has cracked down on quot;phone sex quot; services, a government official said on Thursday."
103,3,Surviving Biotech's Downturns,Charly Travers offers advice on withstanding the volatility of the biotech sector.,"The biotech industry is struggling to survive the downturns in the U.S. economy, but the recovery is a good one."
104,1,Mr Downer shoots his mouth off,"Just what Alexander Downer was thinking when he declared on radio last Friday that  quot;they could fire a missile from North Korea to Sydney quot; is unclear. The provocative remark, just days before his arrival yesterday on his second visit to the North Korean ...",The defending champions of the European Championships have been slapped with a slapshot by the German footballer.
105,2,Edwards Banned from Games - Source," ATHENS (Reuters) - World 100 meters champion Torri Edwards  will miss the Athens Olympics after her appeal against a  two-year drugs ban was dismissed on Tuesday, a source told  Reuters.",Sources say the former Olympic champion has been banned from the games for a year and a half after he was convicted of a felony assault on a woman in the Olympic Games.
106,1,Stocks Climb on Drop in Consumer Prices,"NEW YORK - Stocks rose for a second straight session Tuesday as a drop in consumer prices allowed investors to put aside worries about inflation, at least for the short term.    With gasoline prices falling to eight-month lows, the Consumer Price Index registered a small drop in July, giving consumers a respite from soaring energy prices...",NEW YORK (Reuters) - Stocks rose on Thursday after a drop in consumer prices pushed up the dollar's share price.
107,2,"Iliadis, Tanimoto win judo golds","Ilias Iliadis of Greece thrilled the home crowd Tuesday, beating Roman Gontyuk of Ukraine to win the gold medal in the 81-kilogram class. ","SAN FRANCISCO (Reuters) - Olympic gold medallists Ivan Iliadis and Japanese judo champion Yoshihiro Tanimoto won their first judo golds in four years, beating the Japanese judokas at the Tokyo Olympics."
108,1,Sudan vows to restore order to Darfur but calls for African peacekeepers (AFP),"AFP - Sudan will take the lead in restoring order to its rebellious Darfur region but needs the support of African peacekeepers and humanitarian aid, Foreign Minister Mustafa Osman Ismail said.",AFP - Sudan vows to restore order to Darfur but calls for African peacekeepers to be sent to the region.
109,4,TGn Sync Proposes New WLAN Standard,The battle over home entertainment networking is heating up as a coalition proposes yet another standard for the IEEE #39;s consideration. ,"TGn Sync, the world #39;s first wireless network, has announced a new standard for wireless networking."
